SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,fullpct,subpct,p1,r1,w,off
Let's Make Love TonightBobby Rydell,No Explicit Content,145213,4,0.627,0.612,F#,-5.568,major,0.0288,0.582,3.42E-6,0.275,0.76,121.281,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Let's Spend The Night TogetherThe Rolling Stones,No Explicit Content,215760,51,0.566,0.795,G,-7.755,major,0.0498,0.689,0,0.249,0.572,140.859,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Let's Stay TogetherAl Green,No Explicit Content,199396,75,0.756,0.397,G,-10.701,minor,0.0522,0.57,0.0115,0.0542,0.507,101.985,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Let's Think About LivingBob Luman,No Explicit Content,128800,28,0.613,0.701,D,-11.366,major,0.0755,0.744,0,0.322,0.964,96.795,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Lick U UpH-Town,No Explicit Content,334471,36,0.657,0.333,B,-14.956,minor,0.0459,0.324,0,0.0674,0.39,135.883,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
LiesThompson Twins,No Explicit Content,191466,41,0.822,0.962,G,-5.29,minor,0.0492,0.076,0.00729,0.351,0.965,131.443,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Light My FireThe Doors,No Explicit Content,429760,73,0.413,0.725,Eb,-5.787,minor,0.0324,0.369,0.0000216,0.0905,0.44,124.618,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Light Of LovePeggy Lee,No Explicit Content,90760,3,0.701,0.487,G,-12.588,major,0.172,0.434,0,0.117,0.957,167.643,1,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
LightersBad Meets Evil Featuring Bruno Mars,Explicit Content,303813,69,0.651,0.671,C,-8.183,major,0.27,0.343,0,0.119,0.161,90.135,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Lightnin' StrikesLou Christie,No Explicit Content,181493,40,0.619,0.654,Eb,-8.46,major,0.0652,0.611,0,0.144,0.688,134.293,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Like A G6Far*East Movement Featuring Cataracs & Dev,No Explicit Content,216893,69,0.435,0.837,Eb,-8.126,major,0.449,0.00676,0,0.117,0.778,124.913,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Like A PrayerMadonna,No Explicit Content,342680,72,0.624,0.842,F,-5.285,major,0.0376,0.264,0.0000211,0.181,0.257,111.037,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Like A VirginMadonna,No Explicit Content,218626,72,0.773,0.656,Eb,-10.88,minor,0.0381,0.202,0.00323,0.0697,0.971,119.754,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lil BabyYoung Thug,Explicit Content,149040,82,0.974,0.596,F#,-8.888,major,0.184,0.0976,0,0.151,0.892,111.959,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
LingerThe Cranberries,No Explicit Content,274706,76,0.439,0.434,G,-14.918,major,0.0265,0.0783,0.0000487,0.14,0.204,94.845,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Listen To What The Man SaidWings,No Explicit Content,241400,45,0.502,0.54,G,-10.624,major,0.0405,0.0328,0.0000417,0.277,0.531,113.171,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Listen To Your HeartRoxette,No Explicit Content,328093,77,0.539,0.583,C#/Db,-4.935,minor,0.0275,0.108,0,0.111,0.337,86.063,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Little Bit Of SoapNigel Olsson,No Explicit Content,206933,19,0.831,0.523,E,-12.147,major,0.0491,0.063,0.0000877,0.0849,0.969,116.815,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Little PedroThe Olympics,No Explicit Content,144363,0,0.588,0.717,C,-6.66,major,0.0601,0.195,1.61E-6,0.274,0.842,81.182,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Little StarThe Elegants,No Explicit Content,162773,40,0.408,0.397,A,-12.536,major,0.03,0.873,0,0.28,0.697,72.615,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Live It UpJennifer Lopez Featuring Pitbull,No Explicit Content,243786,58,0.692,0.729,F#,-5.12,major,0.132,0.0127,0,0.318,0.697,127.967,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Live To TellMadonna,No Explicit Content,353000,57,0.673,0.314,D,-14.156,minor,0.0279,0.411,0.0334,0.107,0.27,109.841,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Live Your LifeT.I. Featuring Rihanna,Explicit Content,338853,75,0.375,0.862,B,-3.363,minor,0.255,0.071,0,0.211,0.478,159.841,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Livin' In The LifeThe Isley Brothers,No Explicit Content,252986,26,0.864,0.788,F,-8.061,major,0.0375,0.0506,0.032,0.0672,0.973,133.943,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Livin' La Vida LocaRicky Martin,No Explicit Content,243160,72,0.425,0.954,C#/Db,-3.756,minor,0.0476,0.00411,0,0.0555,0.933,178.043,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Livin' On A PrayerBon Jovi,No Explicit Content,249293,84,0.532,0.887,C,-3.757,major,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Living In A House DividedCher,No Explicit Content,179560,21,0.496,0.469,G#/Ab,-13.424,major,0.0295,0.528,0,0.176,0.626,85.916,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Locked Out Of HeavenBruno Mars,No Explicit Content,233478,79,0.726,0.698,F,-4.165,major,0.0431,0.049,0,0.309,0.867,143.994,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
LollipopLil Wayne Featuring Static Major,Explicit Content,299333,73,0.828,0.433,C,-9.716,major,0.199,0.0656,0.000876,0.122,0.44,148.073,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
London BridgeFergie,Explicit Content,241306,62,0.748,0.63,C#/Db,-5.832,major,0.381,0.214,0,0.204,0.61,90.889,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lonely BoyPaul Anka,No Explicit Content,151106,47,0.623,0.605,C,-9.923,major,0.0306,0.352,0,0.101,0.804,106.163,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Long Hot SummerKeith Urban,No Explicit Content,273586,54,0.657,0.785,Eb,-8.428,major,0.037,0.0301,4.62E-6,0.0927,0.769,127.987,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Look AliveRae Sremmurd,Explicit Content,228000,65,0.786,0.583,C,-7.415,major,0.0393,0.0552,1.84E-6,0.326,0.229,120.024,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Look At Me!XXXTentacion,Explicit Content,126345,79,0.763,0.726,C#/Db,-6.405,major,0.282,0.259,0,0.0976,0.349,139.059,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Look AwayChicago,No Explicit Content,242960,51,0.553,0.545,A,-7.278,major,0.0261,0.385,5.36E-6,0.105,0.201,85.959,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Look What You Made Me DoTaylor Swift,No Explicit Content,211853,75,0.766,0.709,A,-6.471,minor,0.123,0.204,0.0000141,0.126,0.506,128.07,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Looks Like We Made ItBarry Manilow,No Explicit Content,213973,46,0.297,0.481,C,-7.681,major,0.0278,0.574,0.00352,0.094,0.456,139.896,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lose AgainLinda Ronstadt,No Explicit Content,214066,24,0.503,0.201,G#/Ab,-17.024,major,0.0312,0.276,1.55E-6,0.117,0.303,125.155,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Lose You To Love MeSelena Gomez,No Explicit Content,206458,96,0.505,0.34,E,-9.005,major,0.0438,0.576,0,0.21,0.0916,101.993,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lose YourselfEminem,Explicit Content,326466,78,0.698,0.732,D,-4.522,major,0.266,0.00704,0.000647,0.359,0.0689,171.431,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lost In EmotionLisa Lisa And Cult Jam,No Explicit Content,306493,44,0.722,0.838,C,-6.913,major,0.0544,0.00834,0.0938,0.0841,0.955,119.736,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lost In Your EyesDebbie Gibson,No Explicit Content,213000,67,0.482,0.613,G,-7.462,major,0.0295,0.46,0.000856,0.129,0.238,144.46,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Louisiana ManBobbie Gentry,No Explicit Content,159613,16,0.651,0.451,D,-10.662,major,0.0457,0.628,0,0.105,0.96,146.444,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love BitesDef Leppard,No Explicit Content,346960,65,0.59,0.743,C,-7.078,minor,0.0347,0.067,0.00093,0.0847,0.413,129.79,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love ChildDiana Ross & The Supremes,No Explicit Content,181573,47,0.574,0.96,A,-0.81,minor,0.0455,0.125,0.0000227,0.23,0.65,105.008,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love HangoverDiana Ross,No Explicit Content,468640,53,0.52,0.665,C#/Db,-10.313,major,0.0398,0.243,0.0093,0.0508,0.88,112.465,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love In This ClubUsher Featuring Young Jeezy,No Explicit Content,259720,69,0.573,0.712,C,-5.976,major,0.0732,0.0572,0,0.167,0.346,140.012,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love Is A KillerVixen,No Explicit Content,283306,39,0.417,0.681,G,-9.796,minor,0.0359,0.224,0.0000124,0.128,0.257,186.238,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love Is ForeverBilly Ocean,No Explicit Content,253573,39,0.552,0.425,C,-8.144,major,0.0272,0.558,1.85E-6,0.117,0.0793,131.914,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love Is Here And Now You're GoneThe Supremes,No Explicit Content,167906,47,0.575,0.643,F,-7.744,minor,0.0504,0.383,0,0.0925,0.846,113.958,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love Me DoThe Beatles,No Explicit Content,141693,69,0.52,0.829,C,-6.228,major,0.0806,0.386,0.000062,0.227,0.744,147.997,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love Me With All Of Your HeartThe Bachelors,No Explicit Content,127680,7,0.571,0.601,C,-9.101,major,0.0271,0.067,0,0.0809,0.633,110.926,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love Or Let Me Be LonelyPaul Davis,No Explicit Content,221400,19,0.449,0.897,E,-3.942,minor,0.0463,0.793,0,0.267,0.691,175.32,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love RollercoasterOhio Players,No Explicit Content,290160,60,0.613,0.82,C,-10.175,major,0.0737,0.181,1.45E-6,0.049,0.465,115.125,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love SomebodyRick Springfield,No Explicit Content,213986,43,0.566,0.892,E,-4.698,major,0.0339,0.0153,0.000491,0.0873,0.711,138.562,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love SongTesla,No Explicit Content,323360,54,0.354,0.326,G,-9.841,major,0.0356,0.359,0.0271,0.104,0.315,165.882,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love Takes TimeMariah Carey,No Explicit Content,229226,57,0.602,0.338,B,-12.371,major,0.0293,0.727,0,0.0849,0.25,126.232,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love The Way You LieEminem Featuring Rihanna,Explicit Content,263373,83,0.749,0.925,Bb,-5.034,major,0.227,0.241,0,0.52,0.641,86.989,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love TrainThe O'Jays,No Explicit Content,178400,69,0.744,0.568,C,-9.629,major,0.0494,0.186,0.0000118,0.163,0.687,122.657,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love U 4 LifeJodeci,No Explicit Content,290066,55,0.695,0.638,D,-7.891,minor,0.0458,0.343,0,0.635,0.701,118.106,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love Will Keep Us TogetherCaptain & Tennille,No Explicit Content,205493,60,0.63,0.777,E,-4.337,major,0.0312,0.367,0,0.318,0.928,129.619,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love Will Lead You BackTaylor Dayne,No Explicit Content,277600,59,0.547,0.513,C#/Db,-7.006,major,0.0267,0.201,0,0.0866,0.2,73.214,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love Will Never Do (Without You)Janet Jackson,No Explicit Content,350000,47,0.746,0.946,C#/Db,-8.809,major,0.0442,0.141,0.00465,0.458,0.534,103.179,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love You Inside OutBee Gees,No Explicit Content,251333,53,0.706,0.516,B,-11.037,minor,0.0474,0.354,4.19E-6,0.205,0.833,94.716,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love You Like ThatCanaan Smith,No Explicit Content,203053,63,0.561,0.756,B,-5.056,major,0.0287,0.0127,0.0000834,0.233,0.702,145.129,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love YourselfJustin Bieber,No Explicit Content,233720,83,0.607,0.376,E,-9.954,major,0.453,0.856,0,0.285,0.545,102.541,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Love's DivineSeal,No Explicit Content,273999,36,0.577,0.527,F#,-9.21,minor,0.0374,0.563,0.000191,0.114,0.228,96.101,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Love's ThemeLove Unlimited Orchestra,No Explicit Content,246266,56,0.496,0.563,E,-12.129,minor,0.0337,0.000835,0.804,0.373,0.723,97.136,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
LoveStonedJustin Timberlake,Explicit Content,444333,57,0.859,0.681,C#/Db,-6.247,major,0.0549,0.34,0.000161,0.213,0.852,121.243,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
LovelyBillie Eilish & Khalid,No Explicit Content,200185,91,0.351,0.296,E,-10.109,minor,0.0333,0.934,0,0.095,0.12,115.284,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Lovin' YouMinnie Riperton,No Explicit Content,203506,58,0.392,0.213,A,-12.494,major,0.0415,0.903,1.01E-6,0.12,0.312,100.518,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
LowFlo Rida Featuring T-Pain,No Explicit Content,231400,80,0.918,0.609,Bb,-5.64,minor,0.0791,0.0928,0,0.139,0.304,128.008,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Lucy In The Sky With DiamondsElton John,No Explicit Content,377573,56,0.392,0.566,C,-8.127,major,0.0368,0.0889,0.000076,0.0676,0.538,164.11,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MMMBopHanson,No Explicit Content,268653,66,0.693,0.937,A,-6.298,major,0.0503,0.00565,0.00411,0.0778,0.662,104.844,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MacArthur ParkDonna Summer,No Explicit Content,235200,52,0.579,0.667,E,-12.361,minor,0.04,0.0829,0.000605,0.0547,0.449,131.022,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Mack The KnifeBobby Darin,No Explicit Content,184333,63,0.549,0.529,Eb,-12.291,minor,0.108,0.76,0,0.206,0.464,82.755,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MagicOlivia Newton-John,No Explicit Content,269306,42,0.7,0.618,D,-5.992,major,0.0267,0.0177,0.0000287,0.112,0.614,103.816,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Make It HappenMariah Carey,No Explicit Content,307000,47,0.811,0.53,D,-8.537,minor,0.0355,0.0067,0.0285,0.0801,0.75,107.853,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Make It With YouBread,No Explicit Content,192200,64,0.629,0.356,E,-11.135,major,0.0246,0.66,0.000617,0.173,0.472,83.886,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Makes Me WonderMaroon 5,Explicit Content,211080,59,0.806,0.867,E,-2.425,minor,0.0357,0.00546,0.000201,0.0568,0.895,113.993,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Makin' Good LoveAvant,No Explicit Content,271386,55,0.793,0.647,E,-3.924,minor,0.0383,0.239,0,0.124,0.718,142.268,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Mama SaidThe Shirelles,No Explicit Content,130892,49,0.604,0.591,G#/Ab,-6.874,minor,0.0614,0.704,0,0.47,0.829,140.558,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Mama Told Me (Not To Come)Three Dog Night,No Explicit Content,198933,58,0.672,0.673,C#/Db,-13.863,major,0.0506,0.377,0.0147,0.21,0.818,120.003,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Man In The MirrorMichael Jackson,No Explicit Content,318680,69,0.808,0.812,G#/Ab,-5.012,major,0.0381,0.52,0.0000791,0.134,0.269,100.331,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Man Of The WoodsJustin Timberlake,No Explicit Content,243986,59,0.624,0.452,C,-8.206,major,0.0681,0.315,0.0000102,0.311,0.724,199.775,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MandyBarry Manilow,No Explicit Content,213333,70,0.308,0.464,Bb,-9.032,major,0.0279,0.418,2.49E-6,0.143,0.318,103.734,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
ManeaterDaryl Hall John Oates,No Explicit Content,273173,74,0.723,0.499,B,-13.082,minor,0.0421,0.0406,0.0000944,0.0761,0.828,88.825,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
ManiacMichael Sembello,No Explicit Content,244706,74,0.617,0.533,Eb,-11.516,minor,0.0651,0.0891,4.04E-6,0.0415,0.835,158.86,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MargaritavilleJimmy Buffett,No Explicit Content,250933,64,0.804,0.542,D,-13.654,major,0.0344,0.736,0.00105,0.108,0.874,124.975,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Maria MariaSantana Featuring The Product G&B,No Explicit Content,261973,68,0.777,0.601,D,-5.931,major,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Marry For MoneyTrace Adkins,No Explicit Content,183680,35,0.607,0.834,E,-4.902,major,0.0856,0.0418,0.000355,0.421,0.687,125.924,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Martika's KitchenMartika,No Explicit Content,307786,28,0.737,0.896,F,-5.312,major,0.0459,0.0199,0.0000393,0.0402,0.661,103.361,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Mary, Did You Know?Pentatonix",No Explicit Content,203373,79,0.497,0.312,B,-9.088,minor,0.0269,0.302,0,0.0968,0.177,105.036,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
May We AllFlorida Georgia Line Featuring Tim McGraw,No Explicit Content,226173,71,0.488,0.915,G,-4.255,major,0.0389,0.0406,0,0.351,0.646,75.019,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Maybe I'm A FoolEddie Money,No Explicit Content,185733,30,0.672,0.72,C,-6.503,minor,0.0319,0.35,0.0000546,0.162,0.79,95.71,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Me And Bobby McGeeJanis Joplin,No Explicit Content,271333,71,0.453,0.464,D,-10.96,major,0.0431,0.302,0.0000596,0.152,0.658,93.19,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Me And Mrs. JonesBilly Paul,No Explicit Content,284906,65,0.296,0.528,G#/Ab,-10.011,major,0.0465,0.234,0,0.147,0.453,200.62,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Mean To MeBrett Eldredge,No Explicit Content,228906,59,0.647,0.586,C,-6.883,major,0.0313,0.115,1.69E-6,0.121,0.165,87.994,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MeanwhileGeorge Strait,No Explicit Content,210440,29,0.504,0.481,G,-6.305,major,0.0282,0.0349,0.0042,0.134,0.165,123.827,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MedleyStars On 45,No Explicit Content,233213,48,0.647,0.818,C#/Db,-6.174,minor,0.051,0.155,8.18E-6,0.166,0.908,122.552,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Meeting In My BedroomSilk,No Explicit Content,306093,55,0.716,0.455,D,-7.148,minor,0.0282,0.0329,1.87E-6,0.0599,0.226,111.668,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MelissaThe Allman Brothers Band,No Explicit Content,235223,61,0.533,0.362,E,-14.791,major,0.0244,0.478,0.245,0.0857,0.45,82.993,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MercyDave Matthews Band,No Explicit Content,268720,45,0.632,0.465,C,-8.459,major,0.0293,0.302,5.7E-6,0.0929,0.305,96.001,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Miami Vice ThemeJan Hammer,No Explicit Content,147680,39,0.546,0.934,G,-6.427,major,0.0475,0.284,0.896,0.091,0.746,115.641,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MiamiBob Seger,No Explicit Content,280718,37,0.553,0.784,C,-5.661,major,0.0309,0.0311,0.000553,0.195,0.619,120.097,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MiamiWill Smith,No Explicit Content,197416,70,0.877,0.534,C#/Db,-6.18,major,0.151,0.0339,0.0000173,0.0441,0.89,108.171,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
MichaelThe Highwaymen,No Explicit Content,289227,4,0.48,0.237,C,-18.666,major,0.375,0.86,0.128,0.945,0.469,103.182,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
MickeyToni Basil,No Explicit Content,253447,39,0.626,0.907,E,-7.488,major,0.0704,0.0851,3.04E-6,0.0825,0.97,148.704,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Midnight CityM83.,No Explicit Content,241440,72,0.526,0.712,B,-6.525,minor,0.0356,0.0161,0,0.179,0.32,105.009,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Midnight FlyerNat King Cole,No Explicit Content,131880,25,0.654,0.516,C,-9.818,major,0.0298,0.398,4.83E-6,0.101,0.889,62.295,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Midnight StrollThe Revels,No Explicit Content,156120,15,0.336,0.497,A,-7.942,major,0.0345,0.77,0,0.328,0.625,74.491,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Midnight Train To GeorgiaGladys Knight And The Pips,No Explicit Content,279333,68,0.594,0.38,Bb,-12.059,minor,0.0455,0.273,0.0000287,0.1,0.446,92.004,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Mirror ManThe Human League,No Explicit Content,230373,45,0.634,0.615,C,-11.145,major,0.0412,0.0635,0.000051,0.0551,0.519,133.601,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Mirror MirrorM2M,No Explicit Content,200426,54,0.696,0.685,C#/Db,-5.53,minor,0.0246,0.218,0,0.0988,0.507,100.088,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Miss You MuchJanet Jackson,No Explicit Content,252333,50,0.711,0.975,F#,-7.903,minor,0.0394,0.0309,0.000132,0.181,0.645,115.19,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Miss YouAaliyah,No Explicit Content,240800,27,0.685,0.351,Bb,-8.999,major,0.0303,0.709,0,0.111,0.511,109.771,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Miss YouThe Rolling Stones,No Explicit Content,288666,68,0.803,0.725,A,-4.726,minor,0.0432,0.462,0.0137,0.46,0.785,109.7,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Missing YouJohn Waite,No Explicit Content,269760,70,0.552,0.552,B,-9.736,minor,0.0364,0.052,0,0.046,0.593,208.571,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
